




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3142)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
regulation of mitotic metaphase/anaphase transition (GO:0030071)	32	16	21.61	-	.74	1.33E-01
promoter clearance during DNA-templated transcription (GO:0001109)	4	2	2.70	-	.74	4.93E-01
regulation of nucleobase-containing compound transport (GO:0032239)	4	2	2.70	-	.74	4.93E-01
vesicle transport along actin filament (GO:0030050)	4	2	2.70	-	.74	4.93E-01
mannose trimming involved in glycoprotein ERAD pathway (GO:1904382)	2	1	1.35	-	.74	6.09E-01
actin filament-based movement (GO:0030048)	4	2	2.70	-	.74	4.93E-01
plasma membrane fusion involved in cytogamy (GO:0032220)	2	1	1.35	-	.74	6.09E-01
positive regulation of nucleotide metabolic process (GO:0045981)	2	1	1.35	-	.74	6.09E-01
positive regulation of telomere maintenance via telomerase (GO:0032212)	2	1	1.35	-	.74	6.09E-01
positive regulation of telomere maintenance (GO:0032206)	2	1	1.35	-	.74	6.09E-01
negative regulation of telomere maintenance (GO:0032205)	4	2	2.70	-	.74	4.93E-01
endoplasmic reticulum polarization (GO:0061163)	2	1	1.35	-	.74	6.09E-01
kinetochore organization (GO:0051383)	8	4	5.40	-	.74	3.73E-01
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	2	1	1.35	-	.74	6.09E-01
negative regulation of mitotic recombination (GO:0045950)	2	1	1.35	-	.74	6.09E-01
response to lipid (GO:0033993)	2	1	1.35	-	.74	6.09E-01
actin polymerization or depolymerization (GO:0008154)	8	4	5.40	-	.74	3.73E-01
positive regulation of oxidoreductase activity (GO:0051353)	2	1	1.35	-	.74	6.09E-01
regulation of inclusion body assembly (GO:0090083)	2	1	1.35	-	.74	6.09E-01
negative regulation of fatty acid metabolic process (GO:0045922)	2	1	1.35	-	.74	6.09E-01
non-glycolytic fermentation (GO:0019662)	2	1	1.35	-	.74	6.09E-01
positive regulation of IRE1-mediated unfolded protein response (GO:1903896)	2	1	1.35	-	.74	6.09E-01
rRNA (guanine-N7)-methylation (GO:0070476)	2	1	1.35	-	.74	6.09E-01
regulation of IRE1-mediated unfolded protein response (GO:1903894)	2	1	1.35	-	.74	6.09E-01
negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion (GO:0090029)	2	1	1.35	-	.74	6.09E-01
stress-induced homeostatically regulated protein degradation pathway (GO:0120174)	4	2	2.70	-	.74	4.93E-01
cellular response to cold (GO:0070417)	4	2	2.70	-	.74	4.93E-01
positive regulation of cellular response to amino acid starvation (GO:1903833)	8	4	5.40	-	.74	3.73E-01
glycosyl compound catabolic process (GO:1901658)	8	4	5.40	-	.74	3.73E-01
arginine transmembrane transport (GO:1903826)	4	2	2.70	-	.74	4.93E-01
negative regulation of calcium-mediated signaling (GO:0050849)	2	1	1.35	-	.74	6.09E-01
regulation of calcium-mediated signaling (GO:0050848)	2	1	1.35	-	.74	6.09E-01
cinnamic acid metabolic process (GO:0009803)	2	1	1.35	-	.74	6.09E-01
replication fork progression beyond termination site (GO:0097046)	2	1	1.35	-	.74	6.09E-01
histone H3-K56 acetylation (GO:0097043)	2	1	1.35	-	.74	6.09E-01
negative regulation of ascospore formation (GO:0075297)	2	1	1.35	-	.74	6.09E-01
positive regulation of fatty acid oxidation (GO:0046321)	2	1	1.35	-	.74	6.09E-01
regulation of fatty acid oxidation (GO:0046320)	2	1	1.35	-	.74	6.09E-01
RNA folding (GO:0034337)	2	1	1.35	-	.74	6.09E-01
snoRNA transcription by RNA polymerase II (GO:0001015)	4	2	2.70	-	.74	4.93E-01
protein alpha-1,2-demannosylation (GO:0036508)	2	1	1.35	-	.74	6.09E-01
protein demannosylation (GO:0036507)	2	1	1.35	-	.74	6.09E-01
primary alcohol catabolic process (GO:0034310)	2	1	1.35	-	.74	6.09E-01
negative regulation of phospholipid translocation (GO:0061093)	2	1	1.35	-	.74	6.09E-01
negative regulation of mating-type specific transcription, DNA-templated (GO:0045894)	2	1	1.35	-	.74	6.09E-01
histone monoubiquitination (GO:0010390)	2	1	1.35	-	.74	6.09E-01
protein desumoylation (GO:0016926)	2	1	1.35	-	.74	6.09E-01
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	32	16	21.61	-	.74	1.33E-01
mitochondrial phosphate ion transmembrane transport (GO:1990547)	2	1	1.35	-	.74	6.09E-01
phosphoenolpyruvate transmembrane import into Golgi lumen (GO:1990536)	2	1	1.35	-	.74	6.09E-01
positive regulation of lipid metabolic process (GO:0045834)	16	8	10.81	-	.74	2.49E-01
response to gamma radiation (GO:0010332)	2	1	1.35	-	.74	6.09E-01
snRNA import into nucleus (GO:0061015)	2	1	1.35	-	.74	6.09E-01
anaerobic glycerol catabolic process (GO:0019588)	2	1	1.35	-	.74	6.09E-01
zymogen activation (GO:0031638)	2	1	1.35	-	.74	6.09E-01
negative regulation of lipid localization (GO:1905953)	2	1	1.35	-	.74	6.09E-01
regulation of viral process (GO:0050792)	2	1	1.35	-	.74	6.09E-01
negative regulation of DNA-templated transcription, termination (GO:0060567)	2	1	1.35	-	.74	6.09E-01
formaldehyde catabolic process (GO:0046294)	2	1	1.35	-	.74	6.09E-01
formaldehyde metabolic process (GO:0046292)	2	1	1.35	-	.74	6.09E-01
regulation of strand invasion (GO:0060542)	2	1	1.35	-	.74	6.09E-01
cinnamic acid catabolic process (GO:0046281)	2	1	1.35	-	.74	6.09E-01
phenylpropanoid catabolic process (GO:0046271)	2	1	1.35	-	.74	6.09E-01
regulation of mating-type specific transcription, DNA-templated (GO:0007532)	2	1	1.35	-	.74	6.09E-01
nitric oxide catabolic process (GO:0046210)	2	1	1.35	-	.74	6.09E-01
nicotinamide riboside transport (GO:0034258)	2	1	1.35	-	.74	6.09E-01
negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)	2	1	1.35	-	.74	6.09E-01
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	2	1	1.35	-	.74	6.09E-01
positive regulation of chromatin assembly or disassembly (GO:0045799)	2	1	1.35	-	.74	6.09E-01
positive regulation of pyruvate dehydrogenase activity (GO:1904184)	2	1	1.35	-	.74	6.09E-01
response to oleic acid (GO:0034201)	2	1	1.35	-	.74	6.09E-01
positive regulation of fatty acid beta-oxidation (GO:0032000)	2	1	1.35	-	.74	6.09E-01
maturation of 5S rRNA (GO:0000481)	2	1	1.35	-	.74	6.09E-01
regulation of lipid kinase activity (GO:0043550)	2	1	1.35	-	.74	6.09E-01
mitophagy (GO:0000423)	4	2	2.70	-	.74	4.93E-01
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	2	1	1.35	-	.74	6.09E-01
D-amino acid catabolic process (GO:0019478)	2	1	1.35	-	.74	6.09E-01
phenylpropanoid metabolic process (GO:0009698)	2	1	1.35	-	.74	6.09E-01
positive regulation of Atg1/ULK1 kinase complex assembly (GO:1905866)	2	1	1.35	-	.74	6.09E-01
regulation of Atg1/ULK1 kinase complex assembly (GO:1905864)	2	1	1.35	-	.74	6.09E-01
mRNA methylation (GO:0080009)	2	1	1.35	-	.74	6.09E-01
acetate biosynthetic process (GO:0019413)	4	2	2.70	-	.74	4.93E-01
hexitol catabolic process (GO:0019407)	2	1	1.35	-	.74	6.09E-01
alditol catabolic process (GO:0019405)	8	4	5.40	-	.74	3.73E-01
regulation of establishment of protein localization to chromosome (GO:0070202)	2	1	1.35	-	.74	6.09E-01
NAD-cap decapping (GO:0110155)	2	1	1.35	-	.74	6.09E-01
tetrahydrobiopterin metabolic process (GO:0046146)	2	1	1.35	-	.74	6.09E-01
pyrimidine nucleoside catabolic process (GO:0046135)	2	1	1.35	-	.74	6.09E-01
pyrimidine ribonucleoside catabolic process (GO:0046133)	2	1	1.35	-	.74	6.09E-01
guanosine catabolic process (GO:0046115)	2	1	1.35	-	.74	6.09E-01
phenol-containing compound metabolic process (GO:0018958)	2	1	1.35	-	.74	6.09E-01
replication fork reversal (GO:0071932)	4	2	2.70	-	.74	4.93E-01
G-quadruplex DNA formation (GO:0071919)	2	1	1.35	-	.74	6.09E-01
positive regulation of DNA-binding transcription factor activity (GO:0051091)	2	1	1.35	-	.74	6.09E-01
response to X-ray (GO:0010165)	2	1	1.35	-	.74	6.09E-01
regulation of cellular carbohydrate catabolic process (GO:0043471)	4	2	2.70	-	.74	4.93E-01
proline catabolic process to glutamate (GO:0010133)	2	1	1.35	-	.74	6.09E-01
snRNA transport (GO:0051030)	2	1	1.35	-	.74	6.09E-01
negative regulation of DNA-binding transcription factor activity (GO:0043433)	8	4	5.40	-	.74	3.73E-01
flavin adenine dinucleotide metabolic process (GO:0072387)	2	1	1.35	-	.74	6.09E-01
establishment of protein localization to chromosome (GO:0070199)	4	2	2.70	-	.74	4.93E-01
positive regulation of heterochromatin assembly (GO:0031453)	2	1	1.35	-	.74	6.09E-01
sulfite transport (GO:0000316)	2	1	1.35	-	.74	6.09E-01
negative regulation of MAP kinase activity (GO:0043407)	8	4	5.40	-	.74	3.73E-01
positive regulation of mRNA 3'-end processing (GO:0031442)	2	1	1.35	-	.74	6.09E-01
D-serine metabolic process (GO:0070178)	2	1	1.35	-	.74	6.09E-01
positive regulation of ATP metabolic process (GO:1903580)	2	1	1.35	-	.74	6.09E-01
mitochondrial glycyl-tRNA aminoacylation (GO:0070150)	2	1	1.35	-	.74	6.09E-01
cytoplasmic sequestering of transcription factor (GO:0042994)	2	1	1.35	-	.74	6.09E-01
vesicle uncoating (GO:0072319)	2	1	1.35	-	.74	6.09E-01
clathrin coat disassembly (GO:0072318)	2	1	1.35	-	.74	6.09E-01
vesicle fusion with endoplasmic reticulum (GO:0048279)	4	2	2.70	-	.74	4.93E-01
negative regulation of receptor-mediated endocytosis (GO:0048261)	2	1	1.35	-	.74	6.09E-01
iron import into the mitochondrion (GO:0048250)	2	1	1.35	-	.74	6.09E-01
dTTP metabolic process (GO:0046075)	2	1	1.35	-	.74	6.09E-01
dipeptide transport (GO:0042938)	2	1	1.35	-	.74	6.09E-01
regulation of cellular component size (GO:0032535)	59	29	39.85	-	.73	4.44E-02
regulation of anatomical structure size (GO:0090066)	59	29	39.85	-	.73	4.44E-02
regulation of supramolecular fiber organization (GO:1902903)	55	27	37.15	-	.73	5.04E-02
regulation of dephosphorylation (GO:0035303)	53	26	35.80	-	.73	5.38E-02
maintenance of location (GO:0051235)	51	25	34.45	-	.73	5.74E-02
negative regulation of protein modification process (GO:0031400)	49	24	33.10	-	.73	6.12E-02
Golgi vesicle transport (GO:0048193)	190	93	128.33	-	.72	5.21E-04
positive regulation of cytoskeleton organization (GO:0051495)	47	23	31.74	-	.72	6.54E-02
regulation of protein polymerization (GO:0032271)	45	22	30.39	-	.72	6.99E-02
vesicle-mediated transport (GO:0016192)	393	192	265.44	-	.72	5.02E-07
positive regulation of signaling (GO:0023056)	37	18	24.99	-	.72	9.15E-02
carbon catabolite regulation of transcription from RNA polymerase II promoter (GO:0000429)	33	16	22.29	-	.72	1.05E-01
selective autophagy (GO:0061912)	31	15	20.94	-	.72	1.13E-01
regulation of actin filament-based process (GO:0032970)	60	29	40.52	-	.72	3.56E-02
regulation of actin cytoskeleton organization (GO:0032956)	60	29	40.52	-	.72	3.56E-02
endocytosis (GO:0006897)	114	55	77.00	-	.71	4.81E-03
spliceosomal complex assembly (GO:0000245)	27	13	18.24	-	.71	1.30E-01
regulation of TORC1 signaling (GO:1903432)	23	11	15.53	-	.71	1.51E-01
positive regulation of cell communication (GO:0010647)	44	21	29.72	-	.71	5.92E-02
actin filament organization (GO:0007015)	63	30	42.55	-	.71	2.67E-02
autophagy of nucleus (GO:0044804)	40	19	27.02	-	.70	6.75E-02
positive regulation of response to stimulus (GO:0048584)	55	26	37.15	-	.70	3.41E-02
positive regulation of signal transduction (GO:0009967)	36	17	24.31	-	.70	7.71E-02
ERAD pathway (GO:0036503)	53	25	35.80	-	.70	3.63E-02
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	17	8	11.48	-	.70	1.91E-01
lysosomal microautophagy (GO:0016237)	49	23	33.10	-	.69	4.11E-02
protein modification by small protein removal (GO:0070646)	32	15	21.61	-	.69	8.82E-02
response to radiation (GO:0009314)	15	7	10.13	-	.69	2.08E-01
protein monoubiquitination (GO:0006513)	15	7	10.13	-	.69	2.08E-01
neutral amino acid transport (GO:0015804)	15	7	10.13	-	.69	2.08E-01
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	15	7	10.13	-	.69	2.08E-01
glycerolipid catabolic process (GO:0046503)	15	7	10.13	-	.69	2.08E-01
negative regulation of protein serine/threonine kinase activity (GO:0071901)	15	7	10.13	-	.69	2.08E-01
regulation of MAP kinase activity (GO:0043405)	15	7	10.13	-	.69	2.08E-01
regulation of transcription by glucose (GO:0046015)	13	6	8.78	-	.68	2.27E-01
negative regulation of protein-containing complex assembly (GO:0031333)	13	6	8.78	-	.68	2.27E-01
regulation of autophagosome assembly (GO:2000785)	13	6	8.78	-	.68	2.27E-01
mannose transmembrane transport (GO:0015761)	13	6	8.78	-	.68	2.27E-01
fermentation (GO:0006113)	13	6	8.78	-	.68	2.27E-01
regulation of actin filament bundle assembly (GO:0032231)	13	6	8.78	-	.68	2.27E-01
regulation of response to nutrient levels (GO:0032107)	13	6	8.78	-	.68	2.27E-01
regulation of response to extracellular stimulus (GO:0032104)	13	6	8.78	-	.68	2.27E-01
regulation of response to external stimulus (GO:0032101)	13	6	8.78	-	.68	2.27E-01
response to biotic stimulus (GO:0009607)	13	6	8.78	-	.68	2.27E-01
positive regulation of supramolecular fiber organization (GO:1902905)	37	17	24.99	-	.68	6.00E-02
RNA polyadenylation (GO:0043631)	24	11	16.21	-	.68	1.16E-01
post-Golgi vesicle-mediated transport (GO:0006892)	81	37	54.71	-	.68	6.87E-03
ascospore-type prospore assembly (GO:0031321)	11	5	7.43	-	.67	2.49E-01
response to light stimulus (GO:0009416)	11	5	7.43	-	.67	2.49E-01
negative regulation of transcription from RNA polymerase II promoter by glucose (GO:0061987)	11	5	7.43	-	.67	2.49E-01
negative regulation of transcription by glucose (GO:0061986)	11	5	7.43	-	.67	2.49E-01
peptide catabolic process (GO:0043171)	11	5	7.43	-	.67	2.49E-01
cellular response to radiation (GO:0071478)	11	5	7.43	-	.67	2.49E-01
trehalose metabolic process (GO:0005991)	11	5	7.43	-	.67	2.49E-01
positive regulation of lipid biosynthetic process (GO:0046889)	11	5	7.43	-	.67	2.49E-01
transcription initiation from RNA polymerase III promoter (GO:0006384)	11	5	7.43	-	.67	2.49E-01
carbon catabolite repression of transcription by glucose (GO:0045014)	11	5	7.43	-	.67	2.49E-01
actin nucleation (GO:0045010)	11	5	7.43	-	.67	2.49E-01
TOR signaling (GO:0031929)	22	10	14.86	-	.67	1.25E-01
positive regulation of response to nutrient levels (GO:0032109)	11	5	7.43	-	.67	2.49E-01
positive regulation of response to extracellular stimulus (GO:0032106)	11	5	7.43	-	.67	2.49E-01
positive regulation of response to external stimulus (GO:0032103)	11	5	7.43	-	.67	2.49E-01
carbon catabolite repression of transcription from RNA polymerase II promoter by glucose (GO:0000433)	11	5	7.43	-	.67	2.49E-01
response to endoplasmic reticulum stress (GO:0034976)	75	34	50.66	-	.67	8.13E-03
maintenance of protein location (GO:0045185)	40	18	27.02	-	.67	4.35E-02
maintenance of location in cell (GO:0051651)	38	17	25.67	-	.66	4.62E-02
DNA duplex unwinding (GO:0032508)	47	21	31.74	-	.66	2.81E-02
DNA geometric change (GO:0032392)	47	21	31.74	-	.66	2.81E-02
organelle inheritance (GO:0048308)	47	21	31.74	-	.66	2.81E-02
ubiquitin-dependent ERAD pathway (GO:0030433)	45	20	30.39	-	.66	2.98E-02
tRNA transcription by RNA polymerase III (GO:0042797)	18	8	12.16	-	.66	1.44E-01
tRNA transcription (GO:0009304)	18	8	12.16	-	.66	1.44E-01
cytoplasm protein quality control by the ubiquitin-proteasome system (GO:0071629)	9	4	6.08	-	.66	2.74E-01
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	18	8	12.16	-	.66	1.44E-01
cytoplasm protein quality control (GO:0140455)	9	4	6.08	-	.66	2.74E-01
mRNA 3'-end processing (GO:0031124)	36	16	24.31	-	.66	4.91E-02
regulation of histone methylation (GO:0031060)	9	4	6.08	-	.66	2.74E-01
pyrimidine nucleoside triphosphate biosynthetic process (GO:0009148)	9	4	6.08	-	.66	2.74E-01
cellular response to glucose stimulus (GO:0071333)	9	4	6.08	-	.66	2.74E-01
cellular response to hexose stimulus (GO:0071331)	9	4	6.08	-	.66	2.74E-01
cellular response to monosaccharide stimulus (GO:0071326)	9	4	6.08	-	.66	2.74E-01
positive regulation of mitotic sister chromatid separation (GO:1901970)	9	4	6.08	-	.66	2.74E-01
vacuolar transmembrane transport (GO:0034486)	9	4	6.08	-	.66	2.74E-01
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	9	4	6.08	-	.66	2.74E-01
regulation of cellular response to amino acid starvation (GO:1903832)	9	4	6.08	-	.66	2.74E-01
positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	9	4	6.08	-	.66	2.74E-01
positive regulation of mitotic nuclear division (GO:0045840)	9	4	6.08	-	.66	2.74E-01
positive regulation of transcription by galactose (GO:0000411)	9	4	6.08	-	.66	2.74E-01
regulation of transcription by galactose (GO:0000409)	9	4	6.08	-	.66	2.74E-01
positive regulation of chromosome separation (GO:1905820)	9	4	6.08	-	.66	2.74E-01
endoplasmic reticulum inheritance (GO:0048309)	9	4	6.08	-	.66	2.74E-01
membrane fusion (GO:0061025)	52	23	35.12	-	.65	1.93E-02
regulation of TOR signaling (GO:0032006)	25	11	16.89	-	.65	8.82E-02
copper ion transport (GO:0006825)	16	7	10.81	-	.65	1.56E-01
response to pH (GO:0009268)	16	7	10.81	-	.65	1.56E-01
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	16	7	10.81	-	.65	1.56E-01
cellular response to nitrogen levels (GO:0043562)	16	7	10.81	-	.65	1.56E-01
cellular response to nitrogen starvation (GO:0006995)	16	7	10.81	-	.65	1.56E-01
exocytosis (GO:0006887)	46	20	31.07	-	.64	2.28E-02
endosome transport via multivesicular body sorting pathway (GO:0032509)	46	20	31.07	-	.64	2.28E-02
multivesicular body sorting pathway (GO:0071985)	46	20	31.07	-	.64	2.28E-02
secretion by cell (GO:0032940)	60	26	40.52	-	.64	9.67E-03
secretion (GO:0046903)	60	26	40.52	-	.64	9.67E-03
organelle membrane fusion (GO:0090174)	44	19	29.72	-	.64	2.40E-02
protein deubiquitination (GO:0016579)	28	12	18.91	-	.63	6.23E-02
protoporphyrinogen IX biosynthetic process (GO:0006782)	7	3	4.73	-	.63	3.05E-01
riboflavin metabolic process (GO:0006771)	7	3	4.73	-	.63	3.05E-01
ribosome-associated ubiquitin-dependent protein catabolic process (GO:1990116)	7	3	4.73	-	.63	3.05E-01
farnesyl diphosphate metabolic process (GO:0045338)	7	3	4.73	-	.63	3.05E-01
aminophospholipid transport (GO:0015917)	7	3	4.73	-	.63	3.05E-01
riboflavin biosynthetic process (GO:0009231)	7	3	4.73	-	.63	3.05E-01
pyrimidine ribonucleoside triphosphate biosynthetic process (GO:0009209)	7	3	4.73	-	.63	3.05E-01
pyrimidine ribonucleoside triphosphate metabolic process (GO:0009208)	7	3	4.73	-	.63	3.05E-01
purine nucleotide transport (GO:0015865)	28	12	18.91	-	.63	6.23E-02
tyrosine transport (GO:0015828)	7	3	4.73	-	.63	3.05E-01
regulation of autophagy of mitochondrion (GO:1903146)	7	3	4.73	-	.63	3.05E-01
C-terminal protein amino acid modification (GO:0018410)	7	3	4.73	-	.63	3.05E-01
actin cortical patch localization (GO:0051666)	14	6	9.46	-	.63	1.68E-01
folic acid metabolic process (GO:0046655)	7	3	4.73	-	.63	3.05E-01
protoporphyrinogen IX metabolic process (GO:0046501)	7	3	4.73	-	.63	3.05E-01
regulation of lipid transport (GO:0032368)	7	3	4.73	-	.63	3.05E-01
inositol metabolic process (GO:0006020)	7	3	4.73	-	.63	3.05E-01
positive regulation of invasive growth in response to glucose limitation (GO:2000219)	7	3	4.73	-	.63	3.05E-01
kinetochore assembly (GO:0051382)	7	3	4.73	-	.63	3.05E-01
regulation of lipid localization (GO:1905952)	7	3	4.73	-	.63	3.05E-01
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	7	3	4.73	-	.63	3.05E-01
positive regulation of MAP kinase activity (GO:0043406)	7	3	4.73	-	.63	3.05E-01
regulation of phosphatidylinositol dephosphorylation (GO:0060304)	7	3	4.73	-	.63	3.05E-01
mRNA cleavage (GO:0006379)	21	9	14.18	-	.63	1.00E-01
vesicle organization (GO:0016050)	85	36	57.41	-	.63	1.54E-03
autophagy of peroxisome (GO:0030242)	26	11	17.56	-	.63	6.61E-02
piecemeal microautophagy of the nucleus (GO:0034727)	36	15	24.31	-	.62	2.96E-02
cardiolipin metabolic process (GO:0032048)	12	5	8.10	-	.62	1.81E-01
regulation of transcription from RNA polymerase II promoter by glucose (GO:0000430)	12	5	8.10	-	.62	1.81E-01
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	41	17	27.69	-	.61	2.00E-02
vesicle fusion (GO:0006906)	41	17	27.69	-	.61	2.00E-02
maintenance of protein location in cell (GO:0032507)	34	14	22.96	-	.61	3.11E-02
regulation of actin filament organization (GO:0110053)	39	16	26.34	-	.61	2.10E-02
purine ribonucleotide transport (GO:0015868)	27	11	18.24	-	.60	4.89E-02
