




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3741)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
calcium ion transmembrane import into cytosol (GO:0097553)	2	1	1.61	-	.62	5.22E-01
anaerobic respiration (GO:0009061)	2	1	1.61	-	.62	5.22E-01
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	16	8	12.87	-	.62	1.06E-01
arsenite transport (GO:0015700)	2	1	1.61	-	.62	5.22E-01
protein localization to membrane raft (GO:1903044)	2	1	1.61	-	.62	5.22E-01
arginine biosynthetic process via ornithine (GO:0042450)	2	1	1.61	-	.62	5.22E-01
cellular response to ethanol (GO:0071361)	4	2	3.22	-	.62	3.76E-01
regulation of DNA replication termination (GO:2000621)	2	1	1.61	-	.62	5.22E-01
protein farnesylation (GO:0018343)	2	1	1.61	-	.62	5.22E-01
protein localization to cell division site involved in cytokinesis, actomyosin contractile ring assembly (GO:1902575)	2	1	1.61	-	.62	5.22E-01
positive regulation of triglyceride biosynthetic process (GO:0010867)	2	1	1.61	-	.62	5.22E-01
regulation of triglyceride biosynthetic process (GO:0010866)	2	1	1.61	-	.62	5.22E-01
regulation of mRNA polyadenylation (GO:1900363)	2	1	1.61	-	.62	5.22E-01
transcytosis (GO:0045056)	2	1	1.61	-	.62	5.22E-01
meiotic gene conversion (GO:0006311)	2	1	1.61	-	.62	5.22E-01
DNA dealkylation involved in DNA repair (GO:0006307)	2	1	1.61	-	.62	5.22E-01
DNA modification (GO:0006304)	2	1	1.61	-	.62	5.22E-01
negative regulation of transcription involved in G2/M transition of mitotic cell cycle (GO:0090419)	2	1	1.61	-	.62	5.22E-01
quaternary ammonium group transport (GO:0015697)	2	1	1.61	-	.62	5.22E-01
negative regulation of double-strand break repair via nonhomologous end joining (GO:2001033)	2	1	1.61	-	.62	5.22E-01
positive regulation of protein serine/threonine phosphatase activity (GO:1905184)	2	1	1.61	-	.62	5.22E-01
[2Fe-2S] cluster assembly (GO:0044571)	2	1	1.61	-	.62	5.22E-01
regulation of ribonucleoside-diphosphate reductase activity (GO:1905117)	2	1	1.61	-	.62	5.22E-01
histone H3-K4 demethylation, trimethyl-H3-K4-specific (GO:0034721)	2	1	1.61	-	.62	5.22E-01
histone H3-K4 demethylation (GO:0034720)	2	1	1.61	-	.62	5.22E-01
regulation of fatty acid biosynthetic process (GO:0042304)	2	1	1.61	-	.62	5.22E-01
protein exit from endoplasmic reticulum (GO:0032527)	14	7	11.26	-	.62	1.27E-01
regulation of ubiquinone biosynthetic process (GO:0010795)	2	1	1.61	-	.62	5.22E-01
regulation of mRNA export from nucleus (GO:0010793)	2	1	1.61	-	.62	5.22E-01
positive regulation of ubiquitin protein ligase activity (GO:1904668)	4	2	3.22	-	.62	3.76E-01
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	4	2	3.22	-	.62	3.76E-01
pyrimidine dimer repair (GO:0006290)	2	1	1.61	-	.62	5.22E-01
regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage (GO:0010767)	2	1	1.61	-	.62	5.22E-01
DNA amplification (GO:0006277)	4	2	3.22	-	.62	3.76E-01
actin cortical patch localization (GO:0051666)	14	7	11.26	-	.62	1.27E-01
cellular response to biotic stimulus (GO:0071216)	8	4	6.43	-	.62	2.31E-01
DNA ligation (GO:0006266)	2	1	1.61	-	.62	5.22E-01
positive regulation of transcription from RNA polymerase II promoter by oleic acid (GO:0061429)	4	2	3.22	-	.62	3.76E-01
protein localization to mitotic spindle pole body (GO:1902440)	2	1	1.61	-	.62	5.22E-01
positive regulation of transcription by oleic acid (GO:0061421)	4	2	3.22	-	.62	3.76E-01
Golgi localization (GO:0051645)	2	1	1.61	-	.62	5.22E-01
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	2	1	1.61	-	.62	5.22E-01
negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source (GO:0061415)	2	1	1.61	-	.62	5.22E-01
positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source (GO:0061414)	4	2	3.22	-	.62	3.76E-01
regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source (GO:0061413)	4	2	3.22	-	.62	3.76E-01
positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation (GO:0061412)	4	2	3.22	-	.62	3.76E-01
oligopeptide export from mitochondrion (GO:0090374)	2	1	1.61	-	.62	5.22E-01
positive regulation of glycerol transport (GO:0090372)	2	1	1.61	-	.62	5.22E-01
regulation of glycerol transport (GO:0090371)	2	1	1.61	-	.62	5.22E-01
positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation (GO:0061406)	4	2	3.22	-	.62	3.76E-01
charged-tRNA amino acid modification (GO:0019988)	2	1	1.61	-	.62	5.22E-01
mitotic actomyosin contractile ring contraction (GO:1902404)	2	1	1.61	-	.62	5.22E-01
cytidine catabolic process (GO:0006216)	2	1	1.61	-	.62	5.22E-01
actomyosin contractile ring contraction (GO:0000916)	2	1	1.61	-	.62	5.22E-01
exocyst localization (GO:0051601)	4	2	3.22	-	.62	3.76E-01
regulation of cell wall (1->3)-beta-D-glucan biosynthetic process (GO:0090334)	2	1	1.61	-	.62	5.22E-01
regulation of meiotic cell cycle phase transition (GO:1901993)	2	1	1.61	-	.62	5.22E-01
positive regulation of guanyl-nucleotide exchange factor activity (GO:1905099)	2	1	1.61	-	.62	5.22E-01
regulation of guanyl-nucleotide exchange factor activity (GO:1905097)	2	1	1.61	-	.62	5.22E-01
peptidyl-arginine methylation, to symmetrical-dimethyl arginine (GO:0019918)	2	1	1.61	-	.62	5.22E-01
positive regulation of meiosis I (GO:0060903)	2	1	1.61	-	.62	5.22E-01
actin filament-based transport (GO:0099515)	4	2	3.22	-	.62	3.76E-01
cellular response to alcohol (GO:0097306)	4	2	3.22	-	.62	3.76E-01
negative regulation of mitotic spindle pole body separation (GO:0010697)	2	1	1.61	-	.62	5.22E-01
regulation of single-species biofilm formation (GO:1900190)	2	1	1.61	-	.62	5.22E-01
negative regulation of clathrin-dependent endocytosis (GO:1900186)	2	1	1.61	-	.62	5.22E-01
regulation of fatty acid beta-oxidation (GO:0031998)	2	1	1.61	-	.62	5.22E-01
positive regulation of transcription involved in G2/M transition of mitotic cell cycle (GO:0090282)	2	1	1.61	-	.62	5.22E-01
regulation of cAMP-mediated signaling (GO:0043949)	2	1	1.61	-	.62	5.22E-01
positive regulation of protein autophosphorylation (GO:0031954)	2	1	1.61	-	.62	5.22E-01
regulation of protein autophosphorylation (GO:0031952)	2	1	1.61	-	.62	5.22E-01
positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)	2	1	1.61	-	.62	5.22E-01
positive regulation of lipid kinase activity (GO:0090218)	2	1	1.61	-	.62	5.22E-01
pyridine nucleoside metabolic process (GO:0070637)	2	1	1.61	-	.62	5.22E-01
regulation of protein processing (GO:0070613)	2	1	1.61	-	.62	5.22E-01
protein targeting to vacuolar membrane (GO:0044395)	4	2	3.22	-	.62	3.76E-01
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	2	1	1.61	-	.62	5.22E-01
protein maturation by [2Fe-2S] cluster transfer (GO:0106034)	4	2	3.22	-	.62	3.76E-01
strand invasion (GO:0042148)	4	2	3.22	-	.62	3.76E-01
regulation of cell adhesion (GO:0030155)	4	2	3.22	-	.62	3.76E-01
positive regulation of nuclear cell cycle DNA replication (GO:0010571)	4	2	3.22	-	.62	3.76E-01
regulation of ceramide biosynthetic process (GO:2000303)	2	1	1.61	-	.62	5.22E-01
regulation of ketone biosynthetic process (GO:0010566)	2	1	1.61	-	.62	5.22E-01
ethanol catabolic process (GO:0006068)	2	1	1.61	-	.62	5.22E-01
sorbitol catabolic process (GO:0006062)	2	1	1.61	-	.62	5.22E-01
sorbitol metabolic process (GO:0006060)	2	1	1.61	-	.62	5.22E-01
monopolar spindle attachment to meiosis I kinetochore (GO:0051455)	4	2	3.22	-	.62	3.76E-01
positive regulation of GTP binding (GO:1904426)	2	1	1.61	-	.62	5.22E-01
regulation of GTP binding (GO:1904424)	2	1	1.61	-	.62	5.22E-01
negative regulation of ceramide biosynthetic process (GO:1900060)	2	1	1.61	-	.62	5.22E-01
positive regulation of phosphatidylinositol biosynthetic process (GO:0010513)	2	1	1.61	-	.62	5.22E-01
double-strand break repair via single-strand annealing, removal of nonhomologous ends (GO:0000736)	2	1	1.61	-	.62	5.22E-01
telomeric 3' overhang formation (GO:0031860)	2	1	1.61	-	.62	5.22E-01
D-ribose metabolic process (GO:0006014)	2	1	1.61	-	.62	5.22E-01
meiotic DNA recombinase assembly (GO:0000707)	2	1	1.61	-	.62	5.22E-01
SAGA complex localization to transcription regulatory region (GO:0072742)	2	1	1.61	-	.62	5.22E-01
regulation of isoprenoid metabolic process (GO:0019747)	2	1	1.61	-	.62	5.22E-01
negative regulation of proteasomal protein catabolic process (GO:1901799)	2	1	1.61	-	.62	5.22E-01
nicotinamide riboside metabolic process (GO:0046495)	2	1	1.61	-	.62	5.22E-01
olefinic compound catabolic process (GO:0120256)	2	1	1.61	-	.62	5.22E-01
olefinic compound metabolic process (GO:0120254)	2	1	1.61	-	.62	5.22E-01
calcium ion import (GO:0070509)	2	1	1.61	-	.62	5.22E-01
glycerophospholipid catabolic process (GO:0046475)	8	4	6.43	-	.62	2.31E-01
negative regulation of mating-type specific transcription from RNA polymerase II promoter (GO:0001198)	2	1	1.61	-	.62	5.22E-01
regulation of mating-type specific transcription from RNA polymerase II promoter (GO:0001196)	2	1	1.61	-	.62	5.22E-01
FAD metabolic process (GO:0046443)	2	1	1.61	-	.62	5.22E-01
fluid transport (GO:0042044)	2	1	1.61	-	.62	5.22E-01
vesicle transport along actin filament (GO:0030050)	4	2	3.22	-	.62	3.76E-01
regulation of tRNA export from nucleus (GO:2000238)	2	1	1.61	-	.62	5.22E-01
actin filament-based movement (GO:0030048)	4	2	3.22	-	.62	3.76E-01
actin filament depolymerization (GO:0030042)	4	2	3.22	-	.62	3.76E-01
positive regulation of cell fate commitment (GO:0010455)	4	2	3.22	-	.62	3.76E-01
actin polymerization or depolymerization (GO:0008154)	8	4	6.43	-	.62	2.31E-01
positive regulation of oxidoreductase activity (GO:0051353)	2	1	1.61	-	.62	5.22E-01
positive regulation of ligase activity (GO:0051351)	2	1	1.61	-	.62	5.22E-01
regulation of dipeptide transport (GO:0090089)	2	1	1.61	-	.62	5.22E-01
regulation of oligopeptide transport (GO:0090088)	2	1	1.61	-	.62	5.22E-01
regulation of peptide transport (GO:0090087)	2	1	1.61	-	.62	5.22E-01
regulation of ligase activity (GO:0051340)	2	1	1.61	-	.62	5.22E-01
negative regulation of translational elongation (GO:0045900)	2	1	1.61	-	.62	5.22E-01
attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation (GO:0051316)	4	2	3.22	-	.62	3.76E-01
non-glycolytic fermentation (GO:0019662)	2	1	1.61	-	.62	5.22E-01
positive regulation of IRE1-mediated unfolded protein response (GO:1903896)	2	1	1.61	-	.62	5.22E-01
regulation of IRE1-mediated unfolded protein response (GO:1903894)	2	1	1.61	-	.62	5.22E-01
negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion (GO:0090029)	2	1	1.61	-	.62	5.22E-01
negative regulation of calcium-mediated signaling (GO:0050849)	2	1	1.61	-	.62	5.22E-01
regulation of calcium-mediated signaling (GO:0050848)	2	1	1.61	-	.62	5.22E-01
cinnamic acid metabolic process (GO:0009803)	2	1	1.61	-	.62	5.22E-01
replication fork progression beyond termination site (GO:0097046)	2	1	1.61	-	.62	5.22E-01
lipid droplet organization (GO:0034389)	8	4	6.43	-	.62	2.31E-01
positive regulation of fatty acid oxidation (GO:0046321)	2	1	1.61	-	.62	5.22E-01
regulation of fatty acid oxidation (GO:0046320)	2	1	1.61	-	.62	5.22E-01
RNA folding (GO:0034337)	2	1	1.61	-	.62	5.22E-01
primary alcohol catabolic process (GO:0034310)	2	1	1.61	-	.62	5.22E-01
negative regulation of mating-type specific transcription, DNA-templated (GO:0045894)	2	1	1.61	-	.62	5.22E-01
protein desumoylation (GO:0016926)	2	1	1.61	-	.62	5.22E-01
calcium ion import across plasma membrane (GO:0098703)	2	1	1.61	-	.62	5.22E-01
mitotic spindle disassembly (GO:0051228)	4	2	3.22	-	.62	3.76E-01
cytoplasmic sequestering of protein (GO:0051220)	4	2	3.22	-	.62	3.76E-01
anaerobic glycerol catabolic process (GO:0019588)	2	1	1.61	-	.62	5.22E-01
proteasome core complex assembly (GO:0080129)	2	1	1.61	-	.62	5.22E-01
positive regulation of phosphatidate phosphatase activity (GO:1903740)	2	1	1.61	-	.62	5.22E-01
regulation of phosphatidate phosphatase activity (GO:1903730)	2	1	1.61	-	.62	5.22E-01
cinnamic acid catabolic process (GO:0046281)	2	1	1.61	-	.62	5.22E-01
phenylpropanoid catabolic process (GO:0046271)	2	1	1.61	-	.62	5.22E-01
regulation of mating-type specific transcription, DNA-templated (GO:0007532)	2	1	1.61	-	.62	5.22E-01
nitric oxide catabolic process (GO:0046210)	2	1	1.61	-	.62	5.22E-01
negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)	2	1	1.61	-	.62	5.22E-01
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	2	1	1.61	-	.62	5.22E-01
cardiolipin biosynthetic process (GO:0032049)	4	2	3.22	-	.62	3.76E-01
positive regulation of pyruvate dehydrogenase activity (GO:1904184)	2	1	1.61	-	.62	5.22E-01
positive regulation of fatty acid beta-oxidation (GO:0032000)	2	1	1.61	-	.62	5.22E-01
regulation of translational initiation in response to stress (GO:0043558)	2	1	1.61	-	.62	5.22E-01
regulation of lipid kinase activity (GO:0043550)	2	1	1.61	-	.62	5.22E-01
carbon catabolite repression of transcription from RNA polymerase II promoter (GO:0000437)	2	1	1.61	-	.62	5.22E-01
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	2	1	1.61	-	.62	5.22E-01
phenylpropanoid metabolic process (GO:0009698)	2	1	1.61	-	.62	5.22E-01
peptidyl-serine dephosphorylation (GO:0070262)	8	4	6.43	-	.62	2.31E-01
acetyl-CoA biosynthetic process from acetate (GO:0019427)	2	1	1.61	-	.62	5.22E-01
mRNA methylation (GO:0080009)	2	1	1.61	-	.62	5.22E-01
response to blue light (GO:0009637)	2	1	1.61	-	.62	5.22E-01
hexitol catabolic process (GO:0019407)	2	1	1.61	-	.62	5.22E-01
regulation of establishment of protein localization to chromosome (GO:0070202)	2	1	1.61	-	.62	5.22E-01
calcium ion transport into cytosol (GO:0060402)	2	1	1.61	-	.62	5.22E-01
cytosolic calcium ion transport (GO:0060401)	2	1	1.61	-	.62	5.22E-01
tetrahydrobiopterin metabolic process (GO:0046146)	2	1	1.61	-	.62	5.22E-01
Golgi inheritance (GO:0048313)	4	2	3.22	-	.62	3.76E-01
pyrimidine nucleoside catabolic process (GO:0046135)	2	1	1.61	-	.62	5.22E-01
pyrimidine ribonucleoside catabolic process (GO:0046133)	2	1	1.61	-	.62	5.22E-01
replication fork reversal (GO:0071932)	4	2	3.22	-	.62	3.76E-01
G-quadruplex DNA formation (GO:0071919)	2	1	1.61	-	.62	5.22E-01
positive regulation of DNA-binding transcription factor activity (GO:0051091)	2	1	1.61	-	.62	5.22E-01
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	8	4	6.43	-	.62	2.31E-01
nucleotide-excision repair, DNA incision (GO:0033683)	8	4	6.43	-	.62	2.31E-01
polynucleotide 5' dephosphorylation (GO:0098507)	2	1	1.61	-	.62	5.22E-01
positive regulation of mating type switching (GO:0031496)	4	2	3.22	-	.62	3.76E-01
mRNA branch site recognition (GO:0000348)	4	2	3.22	-	.62	3.76E-01
positive regulation of transcription involved in meiotic cell cycle (GO:0051039)	4	2	3.22	-	.62	3.76E-01
response to cell cycle checkpoint signaling (GO:0072396)	8	4	6.43	-	.62	2.31E-01
flavin adenine dinucleotide metabolic process (GO:0072387)	2	1	1.61	-	.62	5.22E-01
microtubule severing (GO:0051013)	2	1	1.61	-	.62	5.22E-01
protein localization to chromosome, telomeric region (GO:0070198)	2	1	1.61	-	.62	5.22E-01
detection of nutrient (GO:0009594)	2	1	1.61	-	.62	5.22E-01
mitochondrial glycyl-tRNA aminoacylation (GO:0070150)	2	1	1.61	-	.62	5.22E-01
cytoplasmic sequestering of transcription factor (GO:0042994)	2	1	1.61	-	.62	5.22E-01
vesicle uncoating (GO:0072319)	2	1	1.61	-	.62	5.22E-01
clathrin coat disassembly (GO:0072318)	2	1	1.61	-	.62	5.22E-01
sequestering of actin monomers (GO:0042989)	2	1	1.61	-	.62	5.22E-01
guanine metabolic process (GO:0046098)	2	1	1.61	-	.62	5.22E-01
negative regulation of receptor-mediated endocytosis (GO:0048261)	2	1	1.61	-	.62	5.22E-01
cAMP metabolic process (GO:0046058)	2	1	1.61	-	.62	5.22E-01
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	10	5	8.04	-	.62	1.87E-01
regulation of mitotic actomyosin contractile ring assembly (GO:1903499)	6	3	4.83	-	.62	2.90E-01
regulation of mitotic cytokinetic process (GO:1903436)	10	5	8.04	-	.62	1.87E-01
response to xenobiotic stimulus (GO:0009410)	10	5	8.04	-	.62	1.87E-01
histone deubiquitination (GO:0016578)	6	3	4.83	-	.62	2.90E-01
phosphorelay signal transduction system (GO:0000160)	6	3	4.83	-	.62	2.90E-01
positive regulation of protein-containing complex disassembly (GO:0043243)	6	3	4.83	-	.62	2.90E-01
negative regulation of protein-containing complex disassembly (GO:0043242)	12	6	9.65	-	.62	1.53E-01
inositol lipid-mediated signaling (GO:0048017)	10	5	8.04	-	.62	1.87E-01
autophagy of nucleus (GO:0044804)	40	20	32.17	-	.62	1.46E-02
reductive iron assimilation (GO:0033215)	6	3	4.83	-	.62	2.90E-01
positive regulation of peptidase activity (GO:0010952)	6	3	4.83	-	.62	2.90E-01
sterol import (GO:0035376)	6	3	4.83	-	.62	2.90E-01
dephosphorylation of RNA polymerase II C-terminal domain (GO:0070940)	6	3	4.83	-	.62	2.90E-01
galactose transmembrane transport (GO:0015757)	6	3	4.83	-	.62	2.90E-01
endocytic recycling (GO:0032456)	10	5	8.04	-	.62	1.87E-01
'de novo' NAD biosynthetic process (GO:0034627)	6	3	4.83	-	.62	2.90E-01
regulation of cytokinesis, actomyosin contractile ring assembly (GO:2000431)	6	3	4.83	-	.62	2.90E-01
proteasome regulatory particle assembly (GO:0070682)	10	5	8.04	-	.62	1.87E-01
regulation of clathrin-dependent endocytosis (GO:2000369)	6	3	4.83	-	.62	2.90E-01
protein localization to chromosome (GO:0034502)	24	12	19.30	-	.62	5.28E-02
cell morphogenesis involved in conjugation with cellular fusion (GO:0000753)	6	3	4.83	-	.62	2.90E-01
cellular sphingolipid homeostasis (GO:0090156)	6	3	4.83	-	.62	2.90E-01
COPII-coated vesicle budding (GO:0090114)	10	5	8.04	-	.62	1.87E-01
rDNA condensation (GO:0070550)	10	5	8.04	-	.62	1.87E-01
positive regulation of actin cytoskeleton reorganization (GO:2000251)	6	3	4.83	-	.62	2.90E-01
regulation of actin cytoskeleton reorganization (GO:2000249)	6	3	4.83	-	.62	2.90E-01
P-body assembly (GO:0033962)	6	3	4.83	-	.62	2.90E-01
'de novo' NAD biosynthetic process from tryptophan (GO:0034354)	6	3	4.83	-	.62	2.90E-01
regulation of translation in response to stress (GO:0043555)	6	3	4.83	-	.62	2.90E-01
regulation of DNA-templated transcription, termination (GO:0031554)	6	3	4.83	-	.62	2.90E-01
vesicle docking involved in exocytosis (GO:0006904)	12	6	9.65	-	.62	1.53E-01
cytoplasm to vacuole transport by the Cvt pathway (GO:0032258)	42	21	33.78	-	.62	1.24E-02
protein polyubiquitination (GO:0000209)	40	19	32.17	-	.59	8.46E-03
piecemeal microautophagy of the nucleus (GO:0034727)	36	17	28.95	-	.59	1.15E-02
response to radiation (GO:0009314)	15	7	12.06	-	.58	8.65E-02
protein retention in Golgi apparatus (GO:0045053)	15	7	12.06	-	.58	8.65E-02
exocytic process (GO:0140029)	15	7	12.06	-	.58	8.65E-02
regulation of autophagosome assembly (GO:2000785)	13	6	10.45	-	.57	1.04E-01
phosphatidylglycerol metabolic process (GO:0046471)	13	6	10.45	-	.57	1.04E-01
positive regulation of organelle assembly (GO:1902117)	13	6	10.45	-	.57	1.04E-01
response to light stimulus (GO:0009416)	11	5	8.85	-	.57	1.25E-01
regulation of protein depolymerization (GO:1901879)	11	5	8.85	-	.57	1.25E-01
cytoplasm protein quality control by the ubiquitin-proteasome system (GO:0071629)	9	4	7.24	-	.55	1.52E-01
cytoplasm protein quality control (GO:0140455)	9	4	7.24	-	.55	1.52E-01
positive regulation of dephosphorylation (GO:0035306)	9	4	7.24	-	.55	1.52E-01
positive regulation of mitotic sister chromatid separation (GO:1901970)	9	4	7.24	-	.55	1.52E-01
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	9	4	7.24	-	.55	1.52E-01
